order_id;customer_id;order_date;payment_value;decoy_flag;decoy_noise
101177;844;30/01/2024;199.59;B;233.31
101178;820;14/06/2024;139.76;B;81.68
101179;493;09/01/2024;47.03;B;42.91
101180;111;26/01/2024;247.33;C;201.6
101181;252;08/01/2024;231.68;C;198.21
101182;848;04/06/2024;116.82;C;146.29
101183;472;05/05/2024;638.05;C;649.84
101184;492;18/01/2024;167.49;C;163.07
101185;596;05/03/2024;23.81;C;48.41
101186;491;11/04/2024;343.57;C;340.84
101187;364;18/02/2024;290.55;C;303.68
101188;160;15/02/2024;314.72;D;248.51
101189;512;17/01/2024;68.96;C;118.01
101190;667;06/01/2024;195.68;C;165.86
101191;98;16/05/2024;165.33;C;182.29
101192;701;18/05/2024;145.21;D;153.44
101193;598;01/03/2024;406.09;C;386.46
101194;574;25/01/2024;169.26;C;165.3
101195;259;26/01/2024;120.19;C;149.89
101196;81;18/03/2024;119.21;C;103.52
101197;894;16/05/2024;64.12;D;-0.57
101198;462;10/05/2024;181.95;B;249.55
101199;859;31/03/2024;427.19;B;445.25
101200;359;02/03/2024;128.33;C;117.98
101201;468;06/01/2024;203.83;A;159.93
101202;366;11/01/2024;143.42;A;115.03
101203;95;17/05/2024;155.77;D;125.56
101204;489;25/02/2024;299.66;B;379.75
101205;287;01/01/2024;63.33;A;61.72
101206;733;07/01/2024;39.48;C;15.25
101207;704;06/03/2024;343.92;C;457.31
101208;682;01/01/2024;106.97;B;80.4
101209;570;11/01/2024;121.37;C;128.17
101210;43;17/02/2024;728.64;B;725.86
101211;672;11/03/2024;289.28;B;354.17
101212;158;04/03/2024;78.14;D;56.23
101213;235;16/01/2024;360.46;C;444.85
101214;475;15/03/2024;294;C;219.86
101215;851;17/01/2024;2.31;C;-38.1
101216;895;24/01/2024;187.02;C;199.76
101217;957;23/03/2024;66.36;A;99.67
101218;412;03/03/2024;155.52;A;142.8
101219;813;23/04/2024;645.97;C;535.6
101220;394;05/03/2024;308.51;C;257.73
101221;144;20/02/2024;337.62;D;273.93
101222;927;06/01/2024;143.65;C;166.57
101223;10;28/01/2024;338.69;D;296.57
101224;511;19/01/2024;89.79;D;128.02
101225;330;17/01/2024;185.24;C;159.53
101226;860;04/08/2024;298.71;B;364.37
101227;268;30/01/2024;292.39;C;264.5
101228;481;13/05/2024;42.13;C;42.11
101229;156;29/02/2024;555.3;B;473.51
101230;530;05/04/2024;75.18;A;103.11
101231;948;11/02/2024;814.08;A;885.5
101232;924;21/02/2024;304.93;B;210.05
101233;284;10/02/2024;286.99;C;341.53
101234;491;14/01/2024;81.21;D;55.72
101235;743;17/03/2024;110.79;B;68.67
101236;960;20/01/2024;525.89;C;566.24
101237;270;02/01/2024;481.07;C;467.8
101238;264;03/03/2024;146.84;A;108.92
101239;478;12/01/2024;137.18;C;147.51
101240;356;18/06/2024;140.4;C;177.12
101241;259;03/07/2024;362.15;D;379.1
101242;202;27/05/2024;338.42;C;416.86
101243;137;28/01/2024;221.97;B;270.24
101244;47;01/01/2024;186.62;B;120.4
101245;63;07/06/2024;145.52;C;129.27
101246;936;03/02/2024;772.17;A;864.91
101247;77;23/07/2024;47.17;B;67.4
101248;854;17/07/2024;122.64;C;100.37
101249;633;25/04/2024;210.89;B;215.08
101250;920;21/01/2024;37.99;C;63.31
101251;455;30/01/2024;104.63;B;120.57
101252;13;24/04/2024;640.49;B;602.81
101253;390;23/01/2024;323;D;294.51
101254;458;12/01/2024;103.92;C;114.03
101255;691;18/02/2024;101.26;B;72.86
101256;828;14/06/2024;47.53;C;38.32
101257;843;12/03/2024;116.49;A;100.82
101258;669;20/02/2024;251.38;B;171.63
101259;528;07/01/2024;221.15;A;172.69
101260;758;27/02/2024;121.63;C;123.7
101261;468;03/10/2024;74.19;C;55.91
101262;704;10/01/2024;143.99;B;168.87
101263;341;13/02/2024;141.48;B;162.78
101264;55;05/05/2024;294.57;B;265.27
101265;413;22/03/2024;198.26;C;208.71
101266;334;12/03/2024;178.91;B;189.42
101267;311;13/03/2024;384.12;C;342.12
101268;188;27/01/2024;478.12;B;505.03
101269;681;21/01/2024;219.19;B;175.03
101270;720;09/04/2024;223.18;C;233.62
101271;521;09/04/2024;151.99;B;178.85
101272;6;01/05/2024;80.25;D;74.21
101273;614;26/05/2024;311.12;B;262.59
101274;413;12/02/2024;270.12;C;288.66
101275;658;11/02/2024;161.85;A;138.93
101276;280;06/04/2024;198.72;C;194.9
101277;51;03/03/2024;366.84;C;312.39
101278;785;13/03/2024;409.31;D;464.88
101279;228;05/04/2024;9.84;C;0.6
101280;277;12/05/2024;98.11;B;64.38
101281;595;25/01/2024;161.44;C;159.87
101282;318;29/01/2024;64.01;C;20.8
101283;983;06/01/2024;202.65;A;212.2
101284;347;21/02/2024;102.61;A;119.82
101285;117;03/01/2024;207.75;B;201.96
101286;75;07/02/2024;105.28;C;126.4
101287;474;16/02/2024;109.11;B;115.16
101288;373;21/01/2024;206.57;C;253.27
101289;310;23/02/2024;320.6;C;388.76
101290;907;02/01/2024;259.07;C;246.74
101291;171;03/01/2024;162.51;C;142.65
101292;726;13/04/2024;26.32;B;28.21
101293;889;27/01/2024;106.89;D;101.79
101294;723;09/01/2024;97.23;B;81.58
101295;904;14/02/2024;281.8;C;298.01
101296;663;29/03/2024;187.86;C;200.92
101297;240;15/01/2024;193.12;C;238.58
101298;633;28/02/2024;83.61;C;68.82
101299;821;06/01/2024;420.47;A;463.49
101300;727;04/01/2024;192.14;C;153.79
101301;808;15/02/2024;79.16;C;95.31
101302;777;16/02/2024;84.35;D;58.35
101303;152;01/03/2024;213.36;C;221.15
101304;844;18/03/2024;76.48;D;69.36
101305;76;11/08/2024;98.31;C;105.28
101306;736;13/02/2024;61.09;C;59.09
101307;642;24/01/2024;280.18;D;271.62
101308;251;05/04/2024;78.12;C;22.25
101309;838;19/01/2024;467.61;C;429.48
101310;260;04/02/2024;233.12;A;270.75
101311;317;05/01/2024;60.86;B;28.54
101312;717;02/01/2024;257.39;C;216.46
101313;126;16/07/2024;420.97;D;443.61
101314;704;18/04/2024;157.09;A;177.64
101315;548;12/03/2024;454.39;C;426.26
101316;553;01/02/2024;236.33;C;319.02
101317;359;12/01/2024;102.7;C;68.38
101318;166;11/01/2024;647.13;B;632.76
101319;338;18/01/2024;46.2;A;65.62
101320;655;17/02/2024;128.48;D;145.21
101321;816;16/03/2024;162.51;B;159.61
101322;353;05/03/2024;576.33;B;647.46
101323;746;20/01/2024;284.77;C;298.26
101324;414;04/07/2024;251.81;C;273.36
101325;740;21/03/2024;89.63;C;39.52
101326;703;18/02/2024;152.48;A;163.04
101327;25;26/02/2024;104.77;D;105.88
101328;772;02/02/2024;245.79;B;275.2
101329;530;18/01/2024;376.54;A;443.75
101330;941;27/01/2024;744.48;C;864.52
101331;632;26/03/2024;114.9;C;85.65
101332;502;01/01/2024;44.86;A;57.18
101333;353;08/01/2024;130.24;B;110.98
101334;596;03/01/2024;341.92;B;305.38
101335;490;03/01/2024;80.19;C;99.02
101336;725;26/04/2024;167.06;B;202.02
101337;449;13/03/2024;254.11;B;223.47
101338;482;08/02/2024;116.85;D;77.81
101339;329;07/01/2024;198.41;C;159.63
101340;577;10/02/2024;73.32;B;87.49
101341;367;08/02/2024;394.47;C;414.77
101342;539;12/01/2024;138.29;C;124.86
101343;719;04/02/2024;194.13;B;178.64
101344;88;31/01/2024;27.65;C;20.41
101345;956;27/02/2024;64.18;C;52.78
101346;955;01/03/2024;334.09;B;288.43
101347;409;03/01/2024;115.49;C;122.96
101348;930;29/01/2024;76.77;A;103.71
101349;236;28/02/2024;41.18;C;63.67
101350;50;11/02/2024;389.43;C;437.4
101351;183;26/04/2024;276.15;C;314.53
101352;394;05/03/2024;263.44;D;203.72
101353;990;11/01/2024;495.93;B;392.23
101354;877;05/01/2024;128.59;A;118.8
101355;745;02/03/2024;45.42;D;51.54
101356;186;02/01/2024;174.64;C;189.97
101357;89;22/02/2024;559.54;C;497.75
101358;899;18/06/2024;177.38;A;207.18
101359;86;21/02/2024;369.88;C;432.28
101360;616;30/01/2024;47.23;C;1.51
101361;622;02/03/2024;88.03;C;107.88
101362;120;06/02/2024;320.44;D;260.44
101363;88;17/02/2024;191.18;C;162.1
101364;56;19/06/2024;154.84;A;169.32
101365;155;30/01/2024;366.41;C;428.61
101366;90;13/07/2024;317.47;D;291.32
101367;912;21/05/2024;195.06;B;166.34
101368;294;14/01/2024;10.05;C;-21.73
101369;361;05/01/2024;169.03;B;133.91
101370;949;07/01/2024;231.1;B;267.87
101371;708;02/01/2024;28.54;A;4.61
101372;535;06/01/2024;225.46;C;199.92
101373;595;09/03/2024;377.8;C;328.05
101374;696;05/01/2024;168.79;C;194.9
101375;719;24/01/2024;68.96;D;85.76
101376;735;21/04/2024;12.13;C;5.8
101377;88;02/01/2024;228.73;B;202.74
101378;971;11/04/2024;32.84;B;7.95
101379;53;20/01/2024;261.9;C;295.69
101380;714;08/01/2024;541.72;C;579.09
101381;712;12/03/2024;91.68;A;93.45
101382;707;29/02/2024;141.07;A;162.14
101383;403;05/05/2024;562.32;C;655.48
101384;516;20/03/2024;184.83;C;165.98
101385;925;07/04/2024;116.45;C;100.73
101386;941;20/01/2024;341.9;B;350.55
101387;873;12/01/2024;121.83;C;134.83
101388;533;24/03/2024;86.37;C;60.1
101389;822;08/04/2024;259.04;B;242.77
101390;244;06/10/2024;360.93;C;280.86
101391;638;01/02/2024;85.82;D;79.33
101392;877;28/01/2024;196.53;B;203.77
101393;713;30/03/2024;146.05;A;182.87
101394;52;26/01/2024;165.12;D;141.07
101395;243;09/06/2024;69.6;A;100.75
101396;402;27/04/2024;273.22;D;236.27
101397;723;03/02/2024;466.32;B;448.21
101398;657;24/03/2024;84.07;C;79.84
101399;556;25/03/2024;273.06;B;319.93
101400;619;07/01/2024;336.48;B;288.91
101401;664;19/05/2024;195.45;B;154.98
101402;113;12/02/2024;264.91;C;288.33
101403;902;15/04/2024;93;A;108.66
101404;223;24/01/2024;448.84;C;484.81
101405;667;15/05/2024;362.82;C;366.64
101406;431;30/01/2024;391.33;C;502.85
101407;994;01/01/2024;58.84;C;103.27
101408;174;21/05/2024;241.44;C;270.03
101409;347;06/01/2024;99.11;C;85.68
101410;347;24/01/2024;474.72;C;428.82
101411;675;28/06/2024;85.68;B;88.93
101412;185;29/06/2024;201.39;C;178.54
101413;396;21/02/2024;19.76;B;-2.62
101414;285;29/02/2024;200.62;B;221.92
101415;313;05/02/2024;59.52;B;-1.49
101416;198;21/01/2024;250.4;C;168.07
101417;567;24/01/2024;149.51;B;148.83
101418;933;07/03/2024;124.81;C;159.72
101419;71;24/03/2024;482.76;C;468.93
101420;710;04/04/2024;676.79;C;588.27
101421;565;03/04/2024;43.42;A;35.5
101422;467;06/01/2024;128.15;C;130.77
101423;526;10/02/2024;304.1;B;294.3
101424;498;04/01/2024;221.47;C;199.46
101425;533;17/02/2024;292.48;A;320.5
101426;462;04/02/2024;158.11;B;112.33
101427;872;11/05/2024;373.13;B;344.73
101428;526;26/01/2024;194.91;A;195.44
101429;821;08/01/2024;231.08;B;199.07
101430;115;10/01/2024;59.59;C;81.41
101431;864;27/03/2024;180.26;B;180.36
101432;730;27/02/2024;306.4;C;270.2
101433;383;07/01/2024;212.57;C;201.5
101434;195;06/01/2024;186.38;B;230.46
101435;207;13/03/2024;241.65;B;239.13
101436;853;05/01/2024;194.09;A;177.84
101437;862;13/04/2024;162.24;B;192.15
101438;432;14/03/2024;313.07;C;329.04
101439;505;06/01/2024;153.62;C;145.48
101440;462;06/01/2024;56;B;84.53
101441;111;15/09/2024;468.26;C;475.12
101442;440;29/01/2024;101.72;A;83.69
101443;679;28/01/2024;41.15;A;51.56
101444;613;10/04/2024;263.38;D;293.36
101445;169;25/06/2024;508.5;C;561.48
101446;432;13/09/2024;267.85;A;209.92
101447;668;24/03/2024;424.17;C;505.4
101448;258;29/01/2024;77.37;A;79.77
101449;790;06/01/2024;56.79;C;81.72
101450;455;31/03/2024;127.77;D;62.11
101451;748;19/02/2024;354.47;B;380.85
101452;640;03/02/2024;251.04;A;211.36
101453;352;22/05/2024;264.45;D;299.15
101454;123;08/01/2024;186.3;B;176.83
101455;701;10/02/2024;129.82;C;141.22
101456;848;01/01/2024;192.7;B;217.74
101457;292;07/02/2024;149.44;C;98.15
101458;962;04/01/2024;122.54;B;138.42
101459;337;08/01/2024;225.9;C;232.04
101460;817;08/01/2024;138.34;C;133.11
101461;771;03/03/2024;207.4;D;205.62
101462;279;23/03/2024;22.7;B;41.12
101463;955;22/02/2024;194.86;A;239.08
101464;869;15/07/2024;137.65;C;147.82
101465;231;29/01/2024;439.58;A;381.53
101466;668;21/01/2024;39.19;C;46.15
101467;109;01/05/2024;184.17;C;164.82
101468;873;16/01/2024;308.99;C;287.65
101469;840;17/07/2024;154.17;D;128.72
101470;545;01/01/2024;133.91;B;112.94
101471;126;29/07/2024;308.25;A;297.85
101472;580;03/01/2024;246.65;D;199.93
101473;757;13/05/2024;260.05;C;178.36
101474;327;15/02/2024;122.74;C;144.99
101475;267;24/10/2024;110.35;A;122.17
101476;488;05/01/2024;207.59;C;166.12
101477;648;18/02/2024;326.16;C;371.23
101478;276;28/07/2024;49.14;A;39.36
101479;62;14/02/2024;158.5;B;177.96
101480;171;29/02/2024;114.54;A;141.72
101481;615;12/03/2024;173.53;C;216.75
101482;92;06/02/2024;288.97;B;265.15
101483;75;29/02/2024;84.23;D;58.56
101484;626;22/02/2024;266.67;C;254.86
101485;121;18/05/2024;126.16;C;116.06
101486;726;03/01/2024;361.89;A;404.34
101487;484;20/01/2024;88.67;A;72.75
101488;710;29/06/2024;323.04;B;330.82
101489;263;12/05/2024;54.55;A;40.52
101490;138;06/02/2024;197.47;B;217.04
101491;168;28/02/2024;270.64;B;265.06
101492;516;20/01/2024;90.77;C;59.44
101493;201;13/01/2024;117.71;B;150.34
101494;102;07/02/2024;174.96;C;170.22
101495;19;27/01/2024;133.53;A;123.78
101496;366;22/02/2024;108.72;B;131.89
101497;481;05/01/2024;311.49;C;305.44
101498;422;07/08/2024;387.13;C;337.89
101499;534;14/09/2024;371.83;A;351.58
101500;359;12/03/2024;239.35;D;230.47
101501;641;16/02/2024;262.84;C;229.42
101502;881;23/01/2024;77.93;C;66.04
101503;949;10/04/2024;162.86;B;161.03
101504;149;10/03/2024;185.99;A;180.99
101505;497;11/01/2024;213.12;B;125.96
101506;391;25/05/2024;210.41;B;157.19
101507;750;13/04/2024;175.3;A;203.54
101508;7;28/06/2024;237.38;C;261.93
101509;982;18/03/2024;203.64;C;194.33
101510;333;27/02/2024;203.3;C;149.85
101511;23;02/02/2024;96.14;B;130.48
101512;956;10/06/2024;62.41;B;36.33
101513;982;30/04/2024;213.89;B;238.54
101514;90;03/01/2024;121.97;C;117.53
101515;530;02/01/2024;100.03;C;85.96
101516;885;29/01/2024;275.53;A;345.64
101517;583;09/04/2024;164.21;B;121.1
101518;66;18/09/2024;425.46;D;522.46
101519;53;10/01/2024;255.39;C;207.49
101520;403;24/02/2024;91.07;A;109.31
101521;704;29/01/2024;277.9;A;246.56
101522;142;29/07/2024;229.4;B;264.96
101523;25;20/04/2024;88.1;C;69.19
101524;762;19/04/2024;110.15;B;66.42
101525;33;07/02/2024;268.83;C;266.67
101526;688;02/02/2024;30.88;C;22.51
101527;551;20/01/2024;18.8;B;15.88
101528;378;04/01/2024;194.97;B;162.55
101529;368;30/04/2024;184.38;B;125.72
101530;212;10/04/2024;207.87;B;162.94
101531;876;05/05/2025;184.77;C;180.56
101532;133;07/12/2024;235.23;B;248.12
101533;625;18/02/2024;390.7;B;411.25
101534;149;28/03/2024;172.48;A;175.43
101535;827;22/06/2024;45.2;B;43.15
101536;376;23/04/2024;26.75;A;2.31
101537;77;18/01/2024;130.79;A;117.72
101538;526;05/02/2024;133.53;C;147.08
101539;959;09/01/2024;53.3;B;18.74
101540;566;03/07/2024;14.51;A;10.57
101541;765;25/02/2024;123.19;A;85.86
101542;976;16/01/2024;506.79;B;572.2
101543;685;07/03/2024;228.41;C;231.16
101544;498;27/02/2024;214.34;A;212.68
101545;946;27/01/2024;150.63;C;146.74
101546;681;08/01/2024;130.61;C;127.02
101547;92;07/03/2024;245.02;C;275.6
101548;383;14/02/2024;59.65;D;72.59
101549;641;29/03/2024;594.81;C;535.26
101550;508;14/02/2024;64.03;C;12.55
101551;130;24/04/2024;260.79;A;322.89
101552;72;18/02/2024;69.71;C;4.19
101553;767;19/02/2024;188.23;A;172.1
101554;653;05/05/2024;280.54;B;339.79
101555;998;31/01/2024;36.54;C;57.9
101556;403;09/01/2024;76.94;A;53.13
101557;511;02/01/2024;81.61;C;64.9
101558;819;25/03/2024;139.5;B;102.61
101559;126;28/02/2024;205.79;B;234.11
101560;763;14/03/2024;513.59;C;434.38
101561;505;15/01/2024;109.34;B;77.8
101562;514;09/01/2024;492.12;B;555.23
101563;479;01/01/2024;222.69;B;259.5
101564;10;26/01/2024;61.99;C;65.61
101565;453;23/02/2024;151.18;C;143.67
101566;471;30/01/2024;46;B;79.49
101567;374;04/02/2024;130.85;B;96.26
101568;798;20/05/2024;123.7;D;164.79
101569;736;26/01/2024;190.54;D;249.66
101570;65;13/02/2024;261.4;C;323.84
101571;109;01/04/2024;160.45;C;176.03
101572;300;31/01/2024;68.85;C;30.45
101573;42;28/02/2024;424.26;B;393.21
101574;259;28/04/2024;535.44;A;540.3
101575;623;28/06/2024;148.6;C;122.06
101576;414;10/01/2024;215.66;A;185.04
101577;933;05/06/2024;142.27;B;156.69
101578;28;10/02/2024;191.68;B;167.19
101579;563;18/01/2024;199.27;B;195.92
101580;371;06/02/2024;54.13;C;-15.51
101581;213;22/08/2024;132.82;C;126.32
101582;637;10/02/2024;342.45;C;369.01
101583;781;24/01/2024;322.46;B;258.22
101584;552;01/03/2024;130.87;C;80.63
101585;154;17/01/2024;202.06;C;166.51
101586;872;05/01/2024;138.88;C;170.12
101587;158;09/01/2024;268.47;C;293.07
101588;920;09/01/2024;36.19;C;45.05
101589;294;10/01/2024;245.5;C;274.97
101590;361;09/01/2024;443.25;A;435.91
101591;366;02/03/2024;95.24;A;85.26
101592;453;13/01/2024;403.77;C;352.26
101593;784;26/01/2024;209.53;B;176.15
101594;622;16/05/2024;160.14;A;182.79
101595;234;08/02/2024;130.06;C;151.47
101596;823;07/03/2024;413.26;A;352.82
101597;177;12/01/2024;139.23;C;114.65
101598;639;13/01/2024;487.71;C;488.33
101599;592;03/01/2024;451.12;C;346.91
101600;52;12/01/2024;115.57;C;96.01
101601;817;20/01/2024;147.49;C;124.63
101602;448;12/01/2024;25.07;B;39.93
101603;816;06/01/2024;164.19;C;174.66
101604;330;08/01/2024;180.13;C;228.39
101605;594;07/02/2024;367.33;B;296.81
101606;806;14/01/2024;467.34;C;409.03
101607;785;28/01/2024;286.29;C;325.38
101608;553;12/02/2024;347.2;B;274.97
101609;822;11/03/2024;147.4;B;97.55
101610;296;03/01/2024;57.56;D;65.88
101611;799;06/04/2024;209.25;A;249.32
101612;346;29/02/2024;363.16;B;439.14
101613;154;06/01/2024;7.09;C;66.71
101614;232;04/05/2024;186.63;D;175.4
101615;332;01/06/2024;29.41;B;15.88
101616;146;04/01/2024;88.67;C;49.58
101617;482;20/01/2024;192.22;B;133.27
101618;803;08/04/2024;472.39;B;580.69
101619;379;23/03/2024;172.85;D;117.67
101620;376;13/01/2024;273.4;C;314.37
101621;971;15/01/2024;207.76;B;211.39
101622;568;28/01/2024;93.44;B;109.62
101623;885;09/02/2024;238.13;A;255.5
101624;30;27/02/2024;56.04;C;50.93
101625;429;28/01/2024;170.97;B;144.53
101626;498;07/02/2024;408.04;B;378.67
101627;587;23/03/2024;196.24;C;182.85
101628;494;03/01/2024;207.83;D;186.56
101629;564;18/01/2024;130.69;A;194.4
101630;196;15/03/2024;39.09;C;53.88
101631;823;15/05/2024;142.93;A;101.27
101632;740;13/02/2024;311.32;C;376.17
